,intercept,min_temp_4 min_temp_16,min_temp_6 max_temp_16,min_temp_8 min_temp_19,min_temp_16 max_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,39677.826086956535,18505.715332569245,2555.7823773149776,6273.119844732225,-6498.733847424758,11713.601149516382,7330.236829080447,-7071.0216647047655
