,intercept,min_temp_4 min_temp_16,min_temp_6 max_temp_16,min_temp_8 min_temp_19,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,40244.86956521736,17333.670191917074,2002.9783799808154,8648.986390943519,12669.343887422867,4940.329185947592,-12701.230923033665
