,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_18 max_temp_2,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_16 avg_temp_18
0,37671.2608695651,-8988.077694205216,13028.142492845072,903.6015224354907,5982.2611178296975,13184.242252419966,19.315574840328853,-22620.568376261228,8637.330868609091,9785.679972945674,2984.801681672494,8118.518761221838,-2827.4541538792078,-15374.304460596833,-2393.895180071474,261.3593413719156,761.1257692392148,166.80344896585885,102.0076685389023,8605.857035527657,-11961.522446732024,5133.05510308783,10089.68888067186
