,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 max_temp_21,min_temp_4 avg_temp_17,min_temp_5 max_temp_17,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 avg_temp_4,min_temp_18 min_temp_19,min_temp_20 avg_temp_21,max_temp_4 avg_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17
0,36099.1739130435,98.30948019158375,-3073.020274281879,-14432.31375357683,7036.286005127772,14624.924730106062,-2538.430947809378,-20797.09079412508,4056.6512589217427,116.99817016073702,2608.2355955933235,9033.843922272592,-1535.835669986073,5841.024384328952,1029.820661788503,5604.26431546667,-3426.80552043659,11034.775035041535,-4509.736304962061,9718.632628912033,3076.5098252462003
