,intercept,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_18,min_temp_16 avg_temp_4,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,max_temp_4 avg_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_16 avg_temp_18
0,34996.673913043516,-45.74851516418684,-4112.581705443244,23.218109796623736,-174.69022167228232,14315.35037116434,-8665.96472852827,-17893.59568260672,13775.710585276503,-1332.4234524286358,5078.6691334429,-8606.290648593684,-9293.255296612899,2702.394489834574,7282.4358189281475,-2989.7528977174493,3562.660257851571,12191.002424564178,-51.348627751549515,4468.866540221619,8767.354899530505,-5879.712392818988,5987.95444582531,3227.390453730027
