,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_9 avg_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,36060.54347826082,-61663.16511630181,-33898.651142644056,6666.910972932415,26094.963757576184,152500.06524401557,-32797.89415889706,-59255.757828564296,76117.90226784897,-29132.08238193962,-12789.769927900674,-38258.81064576686,61671.27759665493,-2201.327261898661,14690.619210649398,62094.0468915748,69431.37769915808,-73816.7675700557,-24958.379151693087,-28907.838327306894,31778.587871383595,-1107.409129776698,7290.923069839626,-3107.971610262758,33331.393915722605,-9394.47839783744,-9417.932674282189,-35832.55242064469,159121.79224084574,-120952.50606713041,377.83486550129857,6344.923350250188,-31937.473631223227,-13717.827326338034,5034.595919023044,-20784.47093203803,17222.567901013274,-146280.6437926154,142363.44668994643,-116019.32033085475,-20493.64435657281,-26024.594956042194,-3566.2872086912193,67389.52173083875,34006.27146244851,-1814.5326841850072,-52407.89613837693,18518.414155686052,-20433.981969367927,-17385.85993775756,156.60003649448169,-79602.98529627977,16828.79435123216,-13716.820379958297,-25611.960164224376,29649.348763934588,58239.07896784737,111340.81017557664,-1064.4574005191403,-43622.60208375791,-5350.736130705181,8737.216791362884,-12033.5396857799,-36948.09096078951,-35603.9107632453,58772.914972212646,-13482.109029340034,13059.005060861235,4610.577208874549,-14843.089513971827,-16123.171025837772,24240.300576734055,-12159.966555275718,31885.734277633364,-14644.593774141638,18448.669332647045,27368.343225815952,17539.31690445719,303.73453191335676,-7701.418833335716,-30642.94115745575,7517.017849439479
