,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 max_temp_16,min_temp_6 max_temp_19,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_7 max_temp_16,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_9 avg_temp_21
0,32955.65217391334,-44480.47523942749,3538.132747775453,-33475.56792965633,27577.981224638126,2781.6572906445317,42541.145700999354,1888.8139452232572,12277.667729713101,-23779.658388615815,-19948.07812440636,44108.872980412496,27449.64180309037,7155.302946403809,-58.621264425258815,-67313.810613262,12091.542280824446,4602.355719777756,4853.926512445825,19666.518924244316,-4080.290900490148,-7180.620221932398,20939.224905681738,-6541.445571948377,10633.285863755855,-8342.102207921838,11130.639427978764,-3886.5262277951606,1278.3026098403845,-47912.67117391293,28067.780902418854,20690.52646165692,21583.534683406575,140.63797006794312,-80334.64480095313,-21876.063894295705,4381.689443417451,-6318.0287101826825,68844.96945103048,7015.021118767188,8523.765641380318,-32784.24422248528,-7841.871303951341,1904.4349240510517,-12000.74948757579,8283.058332668017,13802.268320629593,1480.6653855354364,36811.709307858575,-34432.316740384595,10863.960371649317,-638.7870732817638
