,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_20 max_temp_17,min_temp_21 max_temp_15,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,37295.978260869655,1560.9616249337193,-4251.389180531204,-5967.223041264554,15905.965337352078,6815.567365824696,-3384.4488344249153,-17616.123074515777,12268.732630364364,6104.4718035175,-8683.4306260049,-10099.021477412769,1967.9918639506789,22549.428839089163,-2918.6047771497215,3113.5928463253244,12218.598905426164,-775.0348769713842,5397.929810303891,-9478.571376761387,1497.570832952448
