,intercept,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_5 min_temp_17,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_18 avg_temp_6
0,37889.260869565245,-5323.247452327574,25487.798828743107,-20973.313527644976,1116.9230792231347,22711.039477638595,5157.481853191482,-11402.10212190752,11610.461964646196,6482.08652905633,-14799.961152875796,-24009.517738191043,-15787.005851618802,12529.996335537535,24953.01896597727,-14975.106191589124,-6604.403854449138,-3924.2712628425097,13582.755674585018,16080.664880256596,1143.3520643003205,-7361.816010648583,-2143.29988309639,6089.23870480926
