,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_21 max_temp_15,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,38825.30434782609,1784.009708285171,-2054.318242186006,2551.462294256505,-6367.088345369178,14475.429460011985,-2098.6175248663585,-12723.132108960355,1092.1193545038168,6818.0801670282635,8213.30036098816,-4433.8258447088165,-9642.022310219287,22009.18097251696,-311.51033924122044,14193.386639208878,377.1457233379149,-4967.29172271817,2617.384314372134,-5914.394707883379,7420.949259758794
