,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,37820.67391304304,-128742.59840068579,8173.807530641395,13708.863555770422,92867.75808398046,-104993.25607677628,133932.16091076797,29791.161391556045,-50187.75623843863,53995.311623183225,-53900.69043495665,-87051.70140633814,55270.12840925016,-2278.4765143270233,55691.18944774347,-58792.95052473046,-60592.50100742397,23470.881821783387,26447.621772106228,-28584.414253490555,12402.407580631136,-48288.831583968844,-99496.92731511351,40513.15783213185,31766.232662435894,978.3304881468334,167092.0449499014,-78589.43215544465,-38528.79318213652,39592.56728705294,24233.187415321358,92274.46064832326,-48603.44321074856,-73651.76955711369,121916.54986695509,-8571.652270118166,34778.29292605842,7499.522814639455,-32668.4181214625,8043.788912223245,124623.08468584549,-65051.79519013705,102076.38968391082,-74776.49159542915,128560.01056496345,24823.856876559683,73112.31255229883,112779.19744393555,-30850.42324447069,-6167.499296150854,-40158.871271190044,100538.37645094552,-263308.6350836336,-114499.53828511832,-9616.01210040274,-141997.60924077977,-1100.3898604753886,-60929.01036579326,101948.53319637608,70699.60888943811,-4115.4571384896335,-17003.897933798547,54783.087368023786,-29313.54947430772,-23132.392032213942,45216.47801091037,-134277.19951119268,55500.673019256894,-16503.443938500874,-12872.359058456976,-9801.031594315304,4594.874894543838,7885.13206031375,3028.165180230634,-2251.839857901443,50928.8351239771,-29381.023856951877,-4392.011871613129,6888.311369963147,51535.81353144054,-29774.85218721551,-106444.1832914149,15262.112041689457,17967.199275696912,10288.255847712499,6863.627163232166,-96774.36530543676,66921.32495825813,-5015.785449820483
