,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_5 min_temp_16,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_17 max_temp_7,min_temp_18 min_temp_19,min_temp_19 avg_temp_7,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,max_temp_8 max_temp_19
0,34120.2173913044,-3662.035989761529,12461.741673625856,20258.38798505541,7025.3893876592065,433.83734354297445,6808.626619710418,-14660.262235387294,15879.492584557782,3097.3796423467497,-22031.358595726993,-2401.284907115918,2824.0321285783602,-3612.079482433956,1439.2245836175277,5222.296325017688,-6763.189438190189
