,intercept,precip_5 max_temp_8,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 avg_temp_6,min_temp_7 max_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_21,min_temp_17 max_temp_6,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_21 avg_temp_3,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_9 avg_temp_21
0,35842.73913043494,-4070.5907145769447,-14822.660731551712,12544.683704155525,12428.88687827527,2760.3242984062053,13439.419938674728,7282.246060061605,-947.1775194014715,-18182.122370995778,3598.9578094694725,12862.539323882369,3151.6376231709614,-8459.971062784905,-1580.7856465733034,-28426.04019371551,31375.502198048052,2084.863029800129,-7260.427330364263,20506.42740995641,1156.6976777727364,-3818.6070384814457,-6304.758135410185,5170.720652150119,-5872.777731975538,-10255.274831174795,-3098.7325595617576,572.1391671644005,8964.85027513322
