,intercept,min_temp_4 min_temp_16,min_temp_6 min_temp_16,min_temp_6 max_temp_16,min_temp_8 min_temp_19,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,37905.4782608696,17215.81285728543,2756.481878158083,2436.2083559932075,3414.708564284311,10344.296015739608,941.8647172689485,-10765.075696480653
