,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_9 avg_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_16,max_temp_8 max_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_17 avg_temp_16,avg_temp_4 avg_temp_16,avg_temp_6 avg_temp_16,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,32527.21739130406,-384.86129486456383,1852.5160345228132,-13387.419503910416,-15985.981647803565,29161.03253524103,25387.32156551283,-963.5485427503161,-91482.35962284298,55600.62516100476,-18792.290074253182,65360.96018201666,-11910.67625857122,17933.64059253223,17036.408180357976,-38970.038271547266,4448.861567936544,2291.3498547128097,7168.537979485492,8477.568508421278,-10741.209606504795,-2566.515030069535,2491.57035282122,33109.68809025765,-42362.32823702955,1456.7881906213468,11210.164225629293,-549.1519403944955,50088.08818063515,4279.188029574772,-3194.4331285884227,-15350.422683997042,549.5214263864945,18628.911080511753,-86344.03244845785,88718.39777665351,-29493.176804422776,-76000.03870010396,56237.60813671265,-12689.11718628836,10285.310243595248,-8523.977304982474,42515.47573309295,-39489.47838916528,15625.047145921117,23059.055363670373,-4798.479523436677,-9307.648855733221,-538.7165306306634,-21667.66909228192,-40659.71448181566,8946.19887198746,4004.3565650749,26479.317600065144,3118.7486304316485,-516.1122663022145,-488.0642587243045,-16860.326034210546,689.7810365503324,-49444.389291737156,51073.40031226421,-27251.269036961552,306.4921763241246,12188.729697547415,6594.475692484051,23226.14090037793,20467.283897571615,11738.769452755922,-8091.626091913152,-818.9480595903805,-6069.45566366889,-3.3428317066694664,-35238.09476645457,8769.939383907145,20707.532200287664,-7395.142756980001,-39041.896564513765,6785.103511435614,2229.84358632189
