,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_6 min_temp_8,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 avg_temp_5,min_temp_9 min_temp_21,min_temp_16 max_temp_3,min_temp_18 max_temp_2,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19
0,37126.95652173908,-4724.223714064162,13943.05761191948,9089.819357184404,8279.985376600776,4151.274629379755,5175.662664988864,3396.829681978484,-13717.378884871727,7170.729801373391,2737.7949541941903,5557.497944297238,-15915.61266131278,-2415.9731333378536,4064.551181362044,2996.975555299995,1107.4253401297333,337.9083066336916,-1661.157678887488,-7032.958410012309
