,intercept,precip_5^2,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_5 max_temp_17,min_temp_6 max_temp_19,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 max_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 max_temp_17,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_8 max_temp_19
0,37880.1086956521,-3897.3149038898023,-7636.611509123087,1626.5954409722924,13286.50381186606,-29.21758685150196,8881.244006519657,-18685.660277498886,6887.770413463531,1419.9069898052742,3184.266872711143,-9466.424185923299,13002.59007707316,-1902.4744349334949,-2861.928317362696,6712.297319828141,12318.089038839727,39.38034370765401,-750.9633575005505,4888.012550193781,9242.924154850552,-11217.782853274965
