,intercept,Agricultural Land Mass,min_temp_4 min_temp_16,min_temp_8 min_temp_19,min_temp_16 max_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,38879.50000000001,892.8809872781961,21654.840427093386,8412.348954700037,-10309.316136167774,11006.578013895156,5370.54707906633,-3523.205204952857
