,intercept,precip_5^2,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_5 max_temp_17,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_21 max_temp_15,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_6 avg_temp_18
0,35975.54347826085,-2010.1848097510865,-9964.663106537391,3429.9499997367093,16043.99641294646,964.5906748042493,-14031.982729559279,6776.54685580026,-3726.4276197237136,5761.950907483801,-7021.811741972256,-9205.910321300198,9820.979873778717,14355.103397532128,-799.4096302191967,2748.3581690312553,10288.212159909179,308.5250186764194,-3411.7499213761107,8048.753733794011,-6257.299620142267,2035.6803383115166,4179.38759293028
