,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 avg_temp_4,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 avg_temp_21,min_temp_21 avg_temp_3,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,35763.41304347826,865.5622592483469,-2613.0518876627016,-4945.9505688601585,11127.436274813974,-2342.6196961895516,-14976.118498058835,13160.239701276209,4084.0708647691204,-6448.9795447546985,-9597.412306332842,7439.3577502855915,13241.514319676466,1160.834814564309,11765.570410367056,3346.4196731698325,-608.4360578885278,3834.8468757783876,-7776.628050686402,5173.610425988389
