,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_9 avg_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_17 avg_temp_16,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,34449.06521739094,-41405.91503888827,8136.199381715443,-12897.14094203088,112135.68540971642,13130.195293847331,-131043.3957321793,105248.5909000822,8636.972037787838,-36406.889372509395,-33801.0112816217,60711.65425218727,-8106.811104469437,117146.46816232527,52993.10141531895,-99017.82614752892,-25085.89995468062,-45512.853433732154,-4630.362478879788,11443.000272426401,34931.123098563265,-8181.109252038208,-4620.625168276291,9964.77193249482,123172.19101873435,-187655.6434643855,-266.2236782427528,20730.084432768865,-12674.080057336176,7414.120816045311,8777.92147802328,-8112.696391688122,-19399.15356547357,12846.984896977505,-96615.10873700601,240800.10222703923,-112414.82870430365,-123970.32303238768,39550.08689552859,2362.7153429027776,13469.210707381208,57589.41143165883,79565.46265681744,-73403.6895223237,-71431.96030051523,26504.44841164157,-10499.831783941583,-55838.692923529954,-19625.72858438328,-50408.39454077213,-63646.00062941779,-57094.083684631085,78270.37562951341,24678.34356775758,196921.58239562117,-1925.1896347294748,-32569.696526720072,1117.2307505869865,-24054.817818000774,-56873.61793233431,-27133.764587038713,78691.5063643448,-31816.28695670185,7672.703645949076,14005.988676457084,-57716.70019459062,35200.46856859432,6569.221475437625,7214.1258642368675,-9818.36889976763,1297.655232626225,42213.10400497639,28346.873314929315,2413.370946641068,-11859.553621536903,-4299.2100847646025,4889.735214886639,-16304.655538335508,13244.571390101639,-9303.92125716625,3494.7761326926916
