,intercept,min_temp_4 min_temp_16,min_temp_8 min_temp_19,min_temp_16 max_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9
0,39706.32608695657,14255.769900974294,6220.454762863597,-8524.412728563724,15177.529972734117,4766.065098631603
