,intercept,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_17,min_temp_5 min_temp_17,min_temp_6 max_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_5,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_20 avg_temp_16,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_18 avg_temp_6
0,39401.23913043497,-6492.172716081115,41780.03463493896,-65356.557562557566,59703.18659377343,-10703.442584666946,36115.44069563233,4703.568384525616,-1622.3209949306438,-10772.1966249574,7407.569801100074,-14665.422821256947,7736.098351901666,-3978.4990507066636,-103036.3454404725,-10755.153358387714,10006.509606454312,66917.24475831377,-16255.880495545733,-12695.903045929866,21108.870878149835,16699.60042517405,-3823.857318837139,-1916.947019476703,-1566.2863467978434,-17233.532518401393,14482.952255130029,24803.262843408676,-3392.655502513643,-6449.958497348297,9126.168014764387
