,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_21 max_temp_15,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,36042.78260869565,-3449.9918839608954,4222.132936769801,3374.361019639925,-5959.961610995175,3856.6965242515907,10237.486393906538,206.74488396736987,-480.58116907410675,379.9215991448411,-11107.882943059425,9003.629490973464,7929.860684345999,-5967.885402831272,-9343.173252739396,18400.40417968933,8088.882630199404,350.8714230775311,-8646.332566981751,278.5107698026818,751.5397827249262,287.61151508226254,-5785.415159753616,10916.055684601484
