,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_18,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_18 min_temp_19,min_temp_21 max_temp_15,max_temp_6 max_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,36649.71739130432,3061.1235575309447,-2209.943683463783,-4873.314322418886,16288.911526683363,7281.289022859035,-4458.278149506585,-17675.30695282802,8752.7353265889,7304.092606856556,-2900.693051546674,-8061.693131722696,7216.621109633231,21686.29293226491,-1262.096631201249,7281.450096390617,1677.35238363193,-4881.765229971853,-3712.0229799669128,1953.3721849714932
