,intercept,min_temp_16,Agricultural Land Mass,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_19,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_7,min_temp_16 Agricultural Land Mass,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_6 avg_temp_16,avg_temp_9 avg_temp_21,Agricultural Land Mass^2
0,35283.36956521751,-106326.09001606709,5.510014779942099,-1943.289010292152,82505.63965639612,-81013.18493243594,43403.18805211858,-2140.809960668071,60711.71007042138,6207.750914268553,-16178.253089896849,101227.18646145635,127110.20540465802,-35587.068498199485,-37666.5391159044,-60830.49995356418,11445.55534733964,-185.47348581975618,-17.628484349677226,-12093.734847410307,-5046.654648520152,-582.8799287058984,100763.97833128148,-71631.12550426858,-19752.3743567147,-65137.06392320378,-2603.3559755970296,-9086.475461251632,-74382.73614561882,82194.25488813901,-65480.927303693614,18135.06319152772,9262.092767051141,-27259.605909328693,-107993.76992720019,3784.059256367665,112266.27287264857,-2327.4723752944233,-28217.877039146955,5800.98763605239,-12711.387208899048,-6751.508424416191,-9671.479485887017,-11183.213392194597,3056.468453134479,61.60332606409657,512.727540429475,-11510.104029265984,884.2855222778811,-118.43054456914422,11205.287268252567,17858.1602574155,85342.00509503955,7869.595090380513
