,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_9 avg_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18
0,34337.130434783336,-594.1398924470708,-1019.5783059855,23439.76232949459,-57.15494598436801,-28960.937483746722,139021.33376871655,35187.2526588792,-9211.03786696994,42698.859485541485,-77566.14768402232,33088.07123190726,-93540.66602526604,-107980.4017087012,111867.79789667296,-12156.517552536718,82042.64532670472,-28981.51931942962,-53155.8506177669,-3679.9101924682286,2588.806317404152,-491.7660406231233,-24949.016246112707,24145.857685044444,4455.674947630206,-2348.3131804709133,19548.192398527244,-31678.199406972803,9341.19799293005,-26062.16440187723,-3495.287588314956,113043.48122303511,-127231.66229347744,-7498.977829808294,41089.9699860844,-46137.69431394429,4989.04057565654,5994.534544896989,8432.66201431423,-4733.092952637899,-13111.818093545606,-133230.989945879,107641.21054340775,90573.94769844842,-66179.79683151109,35498.030566744645,-16715.70017187637,42774.518823510894,40168.22857303682,-25975.504747798823,5838.482103226066,-78965.45644698928,11187.539134912693,10495.50537393357,35382.8633019346,-81763.69732396657,29222.453255497683,-605.298089360122,-144337.71421919277,31136.447343031257,21843.753524248725,1265.8757157450864,45052.080597884764,4601.93174659251,-42186.49335763417,66080.28885435405,-16169.1593223133,-33779.44804112848,-44012.89035479341,5483.3263594025575,44270.50785852566,-5654.5685613420455,8079.820948796114,-30829.063261176147,35995.39354351041,-5489.216428900365,5739.04056772828,-14088.190954143738,10445.83251227216,-7251.090902680373,20291.799461705115,3229.976248703701,36725.29184368252,2959.98555120908,-37109.81851850637,-9050.05842401007,6319.068894618823,345.4220628793105,-1823.9510757316993,58994.595895514045,-3414.621797067471
