,intercept,Agricultural Land Mass,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_18,min_temp_16 avg_temp_4,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,avg_temp_16 avg_temp_18
0,39400.717391304206,2811.897903317995,-2561.843454353433,-1926.2331804391633,24583.97195343473,-9943.816242405317,16371.99043043488,13506.101365866956,-1773.4966806987095,-14130.225981437265,1299.3390137143322,2011.6388440894154,-24017.07798581913,10576.265601201543,3341.0251465596293,5358.021476083901,504.43361026115116,5563.757367578833,-2432.0079773792954,-7351.606200689661,259.11354210488616,7404.658892031147,0.15106826817693383,1830.6483540323038
