,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_9 avg_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 max_temp_9,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,30881.673913042876,-70174.99740517541,4252.6896081218165,1380.7433303236223,-1733.1469841908097,-2622.3587911385075,73348.60732934135,-74300.17489558563,-22229.034150166288,57785.03064093781,39557.99461391164,-48121.36658567593,1014.5127308987162,14451.469779908482,-9281.826136676798,16856.554542357968,-59323.843207943624,-64561.30762302558,-3969.513560340387,-17650.969146159594,-24126.85489849061,-12671.430688736995,-23930.222841650255,32306.852578768998,61012.9406759007,-24905.43958534766,64481.39591716287,-32158.042665636953,6130.759470978518,-29917.116641795626,-7588.139659187434,163849.7329241043,-25634.657321335213,-59362.71108370946,63796.906830258136,-10808.585491213757,-2848.7324775830493,3986.2322944358184,24144.52723908671,-49470.83712905355,7823.4853971543125,-41027.234109097495,187994.10506757733,22463.862554901956,-83005.36585399545,8887.930904931996,-47928.66762004662,35246.758841344104,9948.273663663575,-52225.05136927149,30271.93396216627,-19835.17900960108,-43233.947570697,30833.44660030243,26922.681640017785,-39228.13927021534,-55803.80907399422,58644.21587856375,-87791.59337509381,44362.57881560199,-32127.246098494663,-46975.842808353445,51857.78614815927,25569.323152528577,1538.6230809785775,-14141.341793025713,13260.654834705645,18497.307547943834,-14092.80583056215,-25821.083660118078,-39661.14020690659,81545.33184315145,-34648.1199241688,-13778.007326648218,5530.943260219059,12364.417046349685,1025.9519562825417,6579.500736873304,-50691.28173330795,15148.664817770677,-3299.471398191252,9741.67090241289,-24659.90347133652,41070.62799374359,16409.448236977376,-16503.588122919024,-3038.692288466801,7638.421648094289,20266.764384436854,-11908.483976219664,18030.61290529965,15872.194600667484,-722.8482367846082
