,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_17,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 avg_temp_6,min_temp_6 avg_temp_17,min_temp_7 min_temp_16,min_temp_8 min_temp_16,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_7 avg_temp_16,Agricultural Land Mass^2
0,35240.91304347899,-48778.959279769784,555.3243586315203,-47693.91639107327,112000.62743306805,-68701.10867781902,112982.00005532656,-196917.19254212474,116384.1909909456,4549.801748520636,13728.591193117141,84091.75853975763,992.0080760289808,18730.63038696928,-13625.426263968442,-81391.49099272121,12382.760552626767,35132.40582257444,-5772.21628663289,2086.3069856938623,61340.89164719503,-39209.72998520712,-2977.678288390816,-43739.08289906986,15115.873543235699,7851.395645261951,-81056.31717510255,73168.54454938663,-144445.35448394212,50730.49264088565,57054.10062944018,76027.00981132535,143837.71080927865,-28409.40667835886,-114787.40139525758,-11441.279243111574,-30860.083887481425,-55489.120747059795,-12.012572574280414,-87243.65428718115,35529.41751031248,63351.9480882924,837.7409758339134,-3226.190929956596,-28366.226049391807,-2372.4962125444495,-37903.81549444259,-30950.401811170716,51111.96527662255,15023.031059109433,-1757.993925907666,19961.124333190157,109066.21882842509,-77166.7144741165,-25749.933513526845,256.6298625964393,34373.99151279378,3318.277025615805,3160.6331250977473
