,intercept,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,35782.869565217414,-2987.393675457421,5378.403753850213,-7964.6720046311475,285.8734865879898,1565.675314863444,11300.454500055173,-17012.61953760555,13979.201601519682,2528.1210219084232,-6614.168454373704,-13728.383521952534,13506.525025686557,13672.308528052836,5107.33580464586,6142.279593179089,7325.406236924749,-10737.767360911712,2791.4293149965083
