,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_17 avg_temp_9,min_temp_19 avg_temp_7,min_temp_20 avg_temp_21,max_temp_8 max_temp_19
0,36752.50000000001,-3756.5437732757996,9938.957008794912,2508.8809384734845,657.8766455665952,11672.622222649294,2522.1878067655443,891.8130170425425,971.4519546270238,4684.105206307754,-7093.222383405843,13153.82646774373,5667.07553091451,-379.61731790243874,4582.782437420312,-13626.226476613721,-304.51923092265724,-3993.4167788693558,3764.1753926374417,-7176.413920559753
