,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_21,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_18,min_temp_6 avg_temp_17,min_temp_7 min_temp_16,min_temp_8 min_temp_16,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_6,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_18 avg_temp_6,avg_temp_7 avg_temp_16,Agricultural Land Mass^2
0,34617.173913043625,-1050.4027724134407,-98.61106742690635,-49772.28544234112,48465.78509845486,6971.881229298499,38401.42848182031,-204415.36389029643,125407.57109901187,56184.69494927219,73057.49939468718,1942.645973374645,-15072.51402337598,-6992.088121310229,16472.137758317032,122664.5841114343,-11966.721129128982,-49116.53060980669,16181.512382028546,-22205.375837934567,10828.312846488943,-1973.8543010860878,-39932.986716105814,-160630.5399054768,80673.08083444356,73170.09060150865,135169.8562967012,-61340.31215049296,-104917.34989963267,-64750.597829834565,-9647.463908425461,-58240.76655570934,16930.176967066436,18436.69601496675,2462.148363217576,16394.749345918157,-24228.64729871375,-271.02836426795034,4032.476308207265,-9459.31154617883,6784.526992302524,286.54176572601204,12277.071538972345,13587.711713088067,-7014.013530742772,-1223.2481355440661,-3539.1669095913226,17644.46599611165,2110.962609741694,-1482.1944083708431
