,intercept,min_temp_4 min_temp_16,min_temp_6 max_temp_16,min_temp_8 min_temp_19,min_temp_16 max_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,39069.78260869569,19229.46163880022,2357.7921690591397,8524.848987686137,-6251.522826237279,11160.503471668624,6009.683139979938,-6295.168428880381
