,intercept,min_temp_4 min_temp_16,min_temp_6 max_temp_16,min_temp_8 min_temp_19,min_temp_16 max_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,38649.71739130438,20399.199344659875,105.71189658879204,7871.776103920387,-8117.8346120386395,9914.397314596126,5973.461310796854,-2952.155226972881
