,intercept,min_temp_4 min_temp_16,min_temp_6 max_temp_16,min_temp_6 avg_temp_16,min_temp_8 min_temp_19,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,35660.869565217356,22590.41799650252,5749.927965300355,4377.858799384732,2404.116222905854,6708.383957123319,4222.849706262021,-19505.683077061713
