,intercept,precip_0 min_temp_23,precip_0 max_temp_12,precip_1 min_temp_0,precip_3 min_temp_16,precip_4 precip_19,precip_5 precip_17,precip_6 min_temp_22,precip_8 precip_10,precip_8 precip_14,precip_8 precip_22,precip_10 precip_23,precip_14 precip_17,precip_14 precip_19,precip_16 precip_21,precip_16 min_temp_14,precip_17 precip_19,precip_17 min_temp_2,precip_21 precip_22,precip_23 min_temp_13,precip_23 min_temp_22,precip_23 avg_temp_2,precip_23 avg_temp_14,min_temp_1 max_temp_1,min_temp_4 min_temp_9,min_temp_4 min_temp_16,min_temp_4 min_temp_20,min_temp_4 avg_temp_20,min_temp_5 min_temp_8,min_temp_5 min_temp_17,min_temp_5 max_temp_20,min_temp_5 avg_temp_17,min_temp_6 max_temp_20,min_temp_7 min_temp_19,min_temp_7 max_temp_10,min_temp_7 max_temp_15,avg_temp_0^2,avg_temp_0 avg_temp_11,avg_temp_0 avg_temp_12,avg_temp_12^2,flood_3,flood_4
0,34728.805626066045,-1180.8317581419637,1156.4592700427627,-226.25680501407595,1749.6047768631365,-313.52315325360786,-1678.0502512708226,-1983.7502826505456,-1195.6333121585415,-105.51768339816236,-7056.377550076514,-150.43885367647746,-3907.685083853066,-1511.0179810621955,107.75596249350488,1797.9493628198347,-362.09329946492153,-927.4108021027254,3180.2102385596168,2345.733831599059,-515.7292468288173,-1580.207111350818,-3914.1119230777804,2029.1308584980675,470.026485871963,8177.316768757332,177.17954556324838,755.9970084599954,9020.209006727158,1102.96631199658,190.65454037342153,10184.341020395803,5090.543394700045,-1325.2906460110803,-2590.289414412118,-3068.912010074121,2042.1951745271047,7483.666413510971,3687.621727332832,647.2261537967737,294.5393954428113,2449.1607550172216
