,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_17 avg_temp_16,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_7 avg_temp_16,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,33571.9999999995,-35805.93649033627,-3978.5108710898808,51562.10548436512,-50728.479786182426,49892.454756114705,6801.563333225864,-62129.959130198404,58392.300321320465,-34134.36608879063,29042.764129184485,-31021.71372575304,-5784.919167845323,41441.12986031688,-3919.920972655236,42058.38174324575,129982.787299372,-81249.50653880341,-27356.22871532086,-32232.663132704096,8127.374783830287,-9266.470645937401,35961.88028932395,19731.49437887467,-9960.737311457633,-27856.1766698098,-15432.614638451614,-10155.394402092372,98144.47641989721,-71386.37398900537,20437.062066190505,-45363.42647423427,6834.6562720583825,21793.803536528034,-1970.298867432412,-12625.167006750298,4891.580891835939,-55341.94964575472,80441.90562560382,-7022.665083537011,-74860.32400723077,20174.861075352506,-7413.1535503389705,-57019.175666895615,25834.115588311663,20652.257337797593,7360.170015725124,-18650.793353001452,15521.993496198096,-26026.169338629894,-1903.702209090883,-65694.09636310815,85919.81819782488,-53835.891081375616,-12713.841237840714,65415.38118589446,-2410.742072027427,-45934.136986158606,6580.626874900993,20132.972396555593,-24778.64726723358,-61997.89592653815,27392.11254463518,42059.818931526774,-29919.059300221037,7773.771602504263,15479.176369054569,442.8050689490881,706.5812832586129,-30980.429744294546,22354.810896326475,7044.5643024147985,-9057.264252266494,32005.872941725134,6726.1533253690495,18839.326273832376,41034.71321778518,-37213.7865173387,15272.228357733924,1597.889751739196,-11317.304172862756,17679.9258249821,-22119.18302221378,3000.1078843956584
