,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_17 avg_temp_16,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,32104.130434782866,-119743.09070005773,3627.416070916815,-25677.77500910565,13790.27929592629,10314.12514691254,59511.31212473884,-8283.387128272003,-39303.28130213217,66557.04955155551,-9987.050243211814,-45460.613188580115,18575.213377228996,34353.28371873903,-12940.214067846095,4484.0320130222335,-35278.0508154318,-5680.289171487915,16926.95071040024,-42580.91519184217,-33137.897602980316,18564.838470603776,-9415.826196907616,4641.358916264815,54686.317265263475,20489.5019003068,-22866.642779759015,-27751.12902249232,29751.90412192306,-36660.49424858345,-285.79464770715276,113594.76718405733,-54213.77172159053,-31445.004240861297,3225.3617341972713,98575.21354655453,17374.758471901878,10166.420394130038,-29315.40044489149,-75201.46252562612,107483.98517222691,-91879.7097652005,-5083.7021225483995,-11528.326348878347,-265.8343804324504,40296.35635544604,71528.56212626997,15545.232479825054,4695.363922359929,-14298.055816089889,36193.95360309363,-6181.563230969727,-18964.296046308587,-105118.03778305001,67726.66351482339,-57836.892338270096,15619.45849896334,-21715.15430689186,-2522.8637316941986,107737.67976343939,2084.603852907283,-44500.94921324942,11867.999901096613,-9796.578652877855,-25931.8775779377,2454.1201309743556,-26187.11608906571,7498.129255945441,-5298.270726103734,9479.84698919444,-13606.53753741389,1067.4409438901166,2649.959713728582,27001.59598834185,-44142.258583339906,13590.971495029962,-5147.256542488003,13847.084654856724,-3879.5961694479483,-28937.24172188578,46508.41799763867,-16174.732818248609,18820.517437419505,14240.670785497743,5347.367732570397,28833.986193004872,-9901.017617958742,-60473.08894358709,14189.286294815844,294.42230921471855
