,intercept,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_16,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_18 min_temp_19,min_temp_20 avg_temp_16,min_temp_21 max_temp_15,max_temp_4 avg_temp_16,max_temp_7 max_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_6 avg_temp_18,avg_temp_16 avg_temp_18
0,37908.84782608694,-4761.812951004531,16182.497962052525,-6986.4474534949695,13699.166956503146,13037.775387026828,6043.968735502009,-26036.282434030487,6733.670870960673,9385.99061944039,-10483.044199325237,-17770.622322404197,4581.621957125052,10835.473080201364,1328.8529394642376,6144.96779338329,6081.713290167613,1709.3362125562724,-12064.69510919361,547.6942808447697,5928.725452321452,894.7253398536991
