,intercept,Agricultural Land Mass,precip_5^2,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_18,min_temp_18 min_temp_19,min_temp_20 max_temp_17,max_temp_8 max_temp_19
0,37649.69565217396,2224.7179183292424,-1666.8498992720808,18637.377450590302,2686.3125367289877,-22885.818441770072,106.98531636368463,10011.003296256318,1470.206101796251,9566.462019844992,-9128.967581161585,-7509.0593422638585,17532.62666505059,11202.568743243626,12549.018640516868,-4122.515382166787,-5962.7230886914485
