,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_21,min_temp_5 min_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 avg_temp_17,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 max_temp_6,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_7 avg_temp_18,max_temp_8 avg_temp_19,max_temp_18 avg_temp_6,avg_temp_9 avg_temp_21,Agricultural Land Mass^2
0,37979.47826086981,-46782.356376463584,101.68825254672127,-33318.14089519686,26257.426300802028,101253.60032254514,-257900.3111233446,128968.56106454703,89780.99528187628,54831.987634707,53870.65599593924,-21679.24360779282,-23963.973811128606,-4473.0242602906865,10376.568298788361,173179.97015141448,-69787.21338537875,-40229.099891719525,-24638.93095775274,-31419.261485162388,13677.401327409432,-136869.3429381113,79581.86408929809,-155645.31371976578,45472.50994624056,80940.251446527,167286.80174333404,-20894.934277685537,-43407.19143570246,-33832.33995751711,-15220.412609757599,-89182.79562769593,-35482.732004816906,-9899.13289421067,13070.456765225785,59691.768184916844,1592.7031393917255,-12734.957095659776,13379.709095085385,-2453.1594068094064,-26270.21391661214,-360.6321641024155,-12540.287179333856,-5312.387905224908,4457.420565540323,-13318.891220416881,-6046.490747910894,31170.322501096187,27302.477983596153,3155.3133787298975
