,intercept,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_5 max_temp_17,min_temp_6 min_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_17 max_temp_7,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_8 max_temp_19,avg_temp_6 avg_temp_18
0,38179.58695652177,-4263.348344245452,12182.977885253502,-5973.038622092409,290.90619664555544,15328.833100585229,67.59104437897307,1250.5574263676804,-14362.730493512141,14229.952342288621,7424.42798906237,-9094.483152437731,4910.526056601365,-12055.636166620909,8458.041029456888,-1097.867752062535,9722.513682581484,129.87165097769395,2246.80277079715,2250.357409289345,-10369.362362409407,3148.7158239587447
