,intercept,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_21,min_temp_5 min_temp_17,min_temp_6 max_temp_19,min_temp_6 avg_temp_17,min_temp_8 min_temp_16,min_temp_8 avg_temp_5,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_19,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 avg_temp_16,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 avg_temp_19,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,40380.586956521845,913.972959375141,-40283.691291719304,37599.21174342083,-1992.1478982557016,59733.68072623865,-237304.46278658436,130252.29240787479,118762.08105328483,35354.97027875387,40281.07286156985,-46185.018545076666,50221.02884431054,-11787.350739866914,-29313.73614953205,11067.974581969429,-4712.869105683524,-160330.17684556675,26268.957554922767,93989.80298851644,52689.16491227812,155141.49298754724,6520.914584722206,-297678.79972509097,-14284.718394553258,51343.411978981225,93986.20644703513,2326.075710610014,-40798.93828088647,-177.05713914132997,-9116.31934946372,-29719.534918213893,-2220.4532706511104,-11006.571546358336,23.607577124641466,19347.364073139564,8035.317234136577,-22096.28763212029,-10838.634742165927,-4875.038716684693,3553.3848455098955,-7503.440004781122,126.95240729452398,881.754805706105
