,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 max_temp_16,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_7 min_temp_16,min_temp_8 min_temp_16,min_temp_8 max_temp_19,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_19,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_21 max_temp_15,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17,avg_temp_9 avg_temp_21
0,39139.43478260875,-17691.44482543739,1843.9004845645923,-11105.403701859173,32945.15569013965,-28787.719718095865,210189.31259447813,10280.559729862076,-272452.98909573106,119905.06572160496,1114.8381549758114,-7692.406887851384,64580.48584626776,-37016.523340822656,21904.114190116197,-30068.825987766122,-241.44412912980707,18105.671661811917,34278.82291487161,-31993.288051901814,-54999.50433823723,16093.858636743196,76211.39082405878,-22797.431237394056,-35104.3222278994,-29257.942297123864,7749.297359015873,49162.30448546031,-57987.54544102335,-24308.71044561172,-137467.01452065117,58263.2216550545,77928.78851063455,200310.2739596377,3610.032683034939,-148450.1719699007,-22253.869648728345,-137419.69642663794,45428.75643804125,-79507.26899945791,16457.77132380363,19686.97974607987,38353.036934880554,-1585.6793081788676,-33328.35877807091,26985.61902262684,10533.049592144871,-28454.047587248613,35.841273317486646,-36038.36095258555,-152.57516948344406,-6662.1592668153235,12833.82539267406,11945.993402365786,-4651.4595189636275,-26229.335641279726,3610.408089552181,72907.09233347015,20715.58877717407,-16284.040618008949,58823.21719358724
