,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_21,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_17,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 max_temp_3,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_6,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_7 max_temp_16,max_temp_8 avg_temp_19,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6
0,38901.1086956528,-9963.845393700736,-182.80339339831158,-47245.11691749758,39128.59234351852,79307.67187417683,-220429.99597300967,122270.61718260363,70281.9390810081,44618.23351970428,4151.184209767628,15338.025948153936,-40792.397595383314,1019.4655739441012,44.83723902503699,26885.433727734082,-5952.434746752331,-25554.48802053561,22122.21883098578,-24890.09570862096,19003.947346612204,-5309.440147564747,-61389.60019559486,-144489.10889010262,-12152.631964447037,48579.392811983584,43622.917403624626,175069.1130290218,35598.084987614944,-62765.66199124615,-65526.27222725619,-7640.309567813754,-6759.2938706697105,15662.40595880841,43789.81360451823,-3480.1726579607007,-22585.225958652005,-14740.248610289842,-22142.6682937654,-2262.42335353443,4569.222197790233,8821.213031499057,-6353.1796975036,-3430.317386984243,5219.56374710737
