,Country,Year,Yield,Crop,precip_0,precip_1,precip_2,precip_3,precip_4,precip_5,precip_6,precip_7,precip_8,precip_9,precip_10,precip_11,precip_12,precip_13,precip_14,precip_15,precip_16,precip_17,precip_18,precip_19,precip_20,precip_21,precip_22,precip_23,min_temp_0,min_temp_1,min_temp_2,min_temp_3,min_temp_4,min_temp_5,min_temp_6,min_temp_7,min_temp_8,min_temp_9,min_temp_10,min_temp_11,min_temp_12,min_temp_13,min_temp_14,min_temp_15,min_temp_16,min_temp_17,min_temp_18,min_temp_19,min_temp_20,min_temp_21,min_temp_22,min_temp_23,max_temp_0,max_temp_1,max_temp_2,max_temp_3,max_temp_4,max_temp_5,max_temp_6,max_temp_7,max_temp_8,max_temp_9,max_temp_10,max_temp_11,max_temp_12,max_temp_13,max_temp_14,max_temp_15,max_temp_16,max_temp_17,max_temp_18,max_temp_19,max_temp_20,max_temp_21,max_temp_22,max_temp_23,avg_temp_0,avg_temp_1,avg_temp_2,avg_temp_3,avg_temp_4,avg_temp_5,avg_temp_6,avg_temp_7,avg_temp_8,avg_temp_9,avg_temp_10,avg_temp_11,avg_temp_12,avg_temp_13,avg_temp_14,avg_temp_15,avg_temp_16,avg_temp_17,avg_temp_18,avg_temp_19,avg_temp_20,avg_temp_21,avg_temp_22,avg_temp_23,Agricultural Land Mass,flood_0,flood_1,flood_2,flood_3,flood_4,flood_5,flood_6,flood_7,flood_8,flood_9,flood_10,flood_11,flood_12,flood_13,flood_14,flood_15,flood_16,flood_17,flood_18,flood_19,flood_20,flood_21,flood_22,flood_23,drought_0,drought_1,drought_2,drought_3,drought_4,drought_5,drought_6,drought_7,drought_8,drought_9,drought_10,drought_11,drought_12,drought_13,drought_14,drought_15,drought_16,drought_17,drought_18,drought_19,drought_20,drought_21,drought_22,drought_23,disaster_0,disaster_1,disaster_2,disaster_3,disaster_4,disaster_5,disaster_6,disaster_7,disaster_8,disaster_9,disaster_10,disaster_11,disaster_12,disaster_13,disaster_14,disaster_15,disaster_16,disaster_17,disaster_18,disaster_19,disaster_20,disaster_21,disaster_22,disaster_23,total_ppl_affected
90865,Bangladesh,2018,810347,Bananas,2.11,11.66,20.52,199.81,251.67,323.98,474.83,254.56,166.69,102.53,3.19,11.60,1.56,38.90,55.29,146.04,184.79,237.69,520.91,293.10,312.91,200.14,32.67,5.12,12.96,14.74,18.33,22.43,24.26,25.05,25.40,25.48,25.25,23.50,18.85,15.18,11.56,15.08,19.42,21.68,23.06,24.96,25.46,25.69,25.07,22.19,17.05,13.28,25.81,27.93,29.10,31.43,33.29,32.15,31.19,31.70,31.88,30.86,29.47,26.06,23.66,27.33,31.44,31.95,31.62,32.45,31.76,32.12,32.31,30.20,28.51,25.03,19.36,21.31,23.69,26.91,28.76,28.58,28.27,28.57,28.54,27.16,24.14,20.59,17.59,21.18,25.41,26.79,27.32,28.68,28.59,28.88,28.66,26.17,22.76,19.13,92022.99999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8100204.0
66746,Barbados,2018,758,Avocados,190.86,159.10,82.07,140.49,131.13,138.81,120.01,275.56,333.50,194.64,187.51,101.53,49.86,33.63,80.94,126.14,94.79,114.00,195.95,178.70,162.51,191.08,184.66,112.18,21.88,21.88,22.07,23.13,23.95,23.93,24.21,24.31,23.85,23.47,23.85,23.07,22.08,21.28,22.27,22.53,23.03,23.81,23.81,23.71,23.75,23.37,23.47,22.57,29.08,29.30,29.98,30.85,31.37,30.75,30.95,31.43,31.07,30.78,30.67,29.88,29.28,28.70,30.18,30.25,30.45,30.63,30.55,30.83,30.97,30.68,30.28,29.38,25.48,25.58,25.98,26.95,27.65,27.33,27.53,27.83,27.45,27.08,27.25,26.47,25.68,24.98,26.18,26.35,26.73,27.21,27.13,27.23,27.35,26.98,26.87,25.97,100.00000000000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91578,Belize,2018,78692,Bananas,191.01,90.56,115.37,86.04,212.56,302.30,179.09,316.50,257.14,313.37,172.51,105.22,107.74,72.00,30.06,104.55,91.86,203.17,100.67,134.00,181.88,266.65,134.33,128.94,18.78,19.44,19.14,22.17,23.10,23.28,22.47,23.01,22.75,22.20,19.76,19.95,18.01,19.52,19.53,20.63,22.50,23.43,22.57,22.15,22.75,21.87,19.73,19.36,28.72,30.40,31.08,31.55,32.82,31.71,32.12,31.93,31.78,29.72,28.37,27.87,25.62,28.45,30.19,31.11,31.24,31.15,31.63,31.31,31.62,30.62,28.60,27.15,23.72,24.90,25.09,26.84,27.94,27.46,27.27,27.45,27.24,25.93,24.04,23.89,21.80,23.96,24.82,25.84,26.86,27.26,27.08,26.70,27.16,26.22,24.14,23.23,1720.0000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92566,Benin,2018,22167,Bananas,0.13,11.17,32.84,45.06,112.07,148.25,183.16,251.74,212.11,106.52,5.96,1.28,3.19,8.56,34.59,68.90,117.57,153.38,204.74,198.95,196.60,187.39,14.46,0.60,19.94,22.51,24.05,25.64,24.60,23.09,22.49,21.99,22.09,21.97,20.92,20.42,19.80,23.28,24.36,25.22,24.43,23.10,22.56,22.15,22.33,22.94,21.17,19.94,34.81,36.61,39.03,37.21,34.40,32.00,30.56,29.69,31.03,33.82,35.44,34.32,34.60,37.28,37.88,36.93,35.08,32.52,30.56,29.75,30.78,32.35,35.40,34.01,27.35,29.54,31.51,31.40,29.48,27.52,26.50,25.81,26.54,27.87,28.16,27.34,27.18,30.25,31.10,31.05,29.73,27.79,26.53,25.93,26.53,27.62,28.26,26.95,39499.999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92812,Bermuda,2018,326,Bananas,101.40,68.90,220.10,121.20,133.70,125.80,74.70,67.60,158.60,60.40,267.10,115.20,189.00,121.00,258.70,123.00,149.30,90.90,56.40,163.10,97.80,19.40,150.80,158.50,14.20,13.70,12.50,14.70,16.90,19.80,21.80,22.50,22.50,19.20,16.90,15.20,13.70,15.30,12.60,14.80,18.00,20.00,21.00,22.50,21.90,19.10,17.20,15.00,22.70,22.40,21.20,23.60,26.40,29.30,31.50,31.90,30.60,29.10,26.50,24.10,22.00,23.20,21.70,24.00,27.30,29.10,30.20,31.60,31.00,28.80,26.10,23.50,18.40,18.00,16.80,19.10,21.60,24.50,26.60,27.20,26.50,24.10,21.70,19.60,17.80,19.20,17.10,19.40,22.60,24.50,25.60,27.00,26.40,23.90,21.60,19.20,3.0000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8067,Bhutan,2018,8632,Apples,1.05,10.07,41.12,129.05,173.44,302.19,400.88,301.77,157.06,30.87,2.68,11.89,1.92,14.97,26.71,115.72,190.52,222.26,508.72,243.04,330.98,132.62,11.28,1.50,-1.74,0.30,2.77,6.85,9.89,12.73,13.95,13.77,12.19,8.27,3.11,0.29,-2.65,0.46,3.52,6.34,9.26,12.94,13.94,13.97,12.26,6.66,2.13,-1.46,11.80,13.26,13.90,16.67,20.01,21.75,21.87,22.00,21.41,19.64,16.49,13.94,11.24,12.64,15.06,16.75,18.99,22.45,22.02,22.07,21.75,17.99,15.53,11.88,5.02,6.76,8.31,11.74,14.93,17.22,17.88,17.86,16.78,13.93,9.79,7.11,4.29,6.54,9.26,11.52,14.09,17.67,17.97,18.00,16.98,12.30,8.81,5.20,5129.999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9449,Bolivia,2018,2805,Apples,228.46,180.30,152.88,53.98,49.42,44.49,19.29,52.01,42.92,86.88,140.25,179.49,154.65,148.81,127.51,72.91,52.35,8.06,30.45,4.05,10.83,61.63,126.10,156.72,17.96,17.55,17.14,15.13,12.85,11.26,11.70,12.04,14.31,15.78,16.16,17.36,17.15,17.38,16.55,15.52,12.90,9.77,10.03,10.37,13.36,16.51,16.59,16.90,28.11,28.23,27.37,26.82,25.77,25.01,25.82,28.16,28.69,29.14,29.33,28.03,27.25,27.20,27.30,28.42,26.26,23.24,25.42,25.64,29.75,29.68,28.66,27.89,23.01,22.86,22.23,20.95,19.29,18.11,18.74,20.08,21.48,22.44,22.72,22.67,22.17,22.26,21.90,21.95,19.55,16.48,17.71,17.99,21.53,23.07,22.60,22.37,377269.99999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125024,Botswana,2018,36284,Cereals (Rice Milled Eqv),83.93,85.72,53.98,28.83,5.51,0.97,0.45,0.38,4.01,13.59,37.25,65.16,84.61,78.99,48.33,37.44,4.38,1.03,0.16,0.37,3.31,12.96,41.71,65.00,19.93,20.28,17.89,14.97,9.70,6.48,6.16,8.06,13.12,16.30,18.15,19.54,20.02,19.94,18.38,15.37,10.15,6.48,6.14,8.16,12.39,16.39,18.70,20.23,32.26,32.17,31.41,29.57,27.41,25.22,25.43,27.74,32.68,32.59,33.29,34.04,33.91,32.47,32.00,30.01,27.71,25.16,24.81,27.53,31.28,33.75,33.83,34.49,26.07,26.20,24.62,22.25,18.53,15.83,15.77,17.87,22.88,24.42,25.70,26.77,26.94,26.18,25.16,22.66,18.90,15.79,15.44,17.82,21.81,25.05,26.24,27.33,258615.99999999974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7475.0
11547,Brazil,2018,1195007,Apples,211.72,231.71,219.99,199.08,118.72,67.73,62.57,56.21,79.47,127.03,174.47,215.68,201.63,207.53,229.97,184.65,143.95,77.12,64.92,47.52,61.04,112.06,152.83,179.00,21.66,21.60,21.52,21.06,20.51,19.22,18.16,19.03,20.55,21.23,21.29,21.55,21.39,21.21,21.64,21.12,19.84,18.36,18.44,18.55,20.61,21.09,21.42,21.41,31.22,31.08,30.96,30.68,30.68,30.40,30.26,31.58,32.24,32.36,31.62,31.26,30.98,30.83,31.16,30.82,30.11,29.62,30.50,31.14,32.40,32.29,31.68,31.15,26.41,26.31,26.22,25.85,25.57,24.78,24.19,25.28,26.37,26.77,26.43,26.38,26.16,25.99,26.37,25.95,24.95,23.96,24.45,24.82,26.48,26.66,26.52,26.26,2368788.0100000026,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105411.0
12549,Bulgaria,2018,50298,Apples,44.39,92.47,82.93,13.97,46.07,133.39,88.91,15.68,25.62,19.68,74.68,48.88,58.39,22.93,19.90,71.28,66.90,66.12,58.67,38.12,19.61,37.94,45.21,31.84,-7.80,-1.76,2.68,4.04,10.02,14.80,16.32,16.90,12.28,6.27,3.08,0.02,-2.38,-1.07,1.00,7.56,12.29,14.67,16.69,17.35,12.21,8.34,3.13,-2.09,-0.24,6.59,13.48,16.03,21.80,27.08,29.23,30.04,24.80,17.69,10.79,7.39,5.36,5.39,10.33,20.10,24.01,26.21,28.11,30.06,24.70,19.18,10.34,3.99,-4.01,2.41,8.05,10.01,15.88,20.91,22.75,23.45,18.51,11.96,6.90,3.68,1.49,2.16,5.65,13.81,18.12,20.42,22.37,23.68,18.43,13.73,6.71,0.94,50300.00000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0
122302,Burkina Faso,2018,3750,Cassava,0.00,6.23,15.66,13.58,70.83,97.91,193.25,267.85,183.97,58.32,0.96,0.01,0.00,1.35,10.91,28.94,65.33,102.39,187.75,255.42,138.90,110.99,0.46,0.41,17.09,20.92,23.99,26.87,26.27,24.54,23.02,22.65,23.02,22.65,20.00,18.57,17.04,21.71,24.76,26.65,26.54,24.95,23.11,22.49,22.90,23.46,21.06,17.64,34.07,37.21,40.90,39.50,37.31,34.36,32.37,31.22,32.87,36.48,36.40,33.71,34.04,36.77,39.67,39.95,38.00,35.42,32.23,30.81,32.24,34.77,36.71,33.92,25.56,29.04,32.42,33.16,31.77,29.43,27.66,26.91,27.92,29.54,28.17,26.11,25.52,29.21,32.19,33.27,32.24,30.16,27.65,26.63,27.54,29.09,28.86,25.75,120999.99999999997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.0
93823,Burundi,2018,1654955,Bananas,138.54,141.43,176.27,193.53,91.88,10.37,4.24,13.80,26.66,98.13,108.32,192.08,184.35,58.52,96.11,97.27,106.61,10.61,1.80,23.21,58.15,174.69,232.64,281.31,14.80,15.05,15.03,15.57,15.41,14.64,13.09,15.47,15.82,16.81,14.98,14.78,15.29,14.89,14.47,15.12,14.91,13.12,12.82,13.88,14.24,15.59,15.85,15.83,27.28,26.89,26.28,27.08,26.23,26.81,26.53,28.52,28.53,28.42,25.81,26.14,25.25,27.18,24.98,25.47,25.73,26.07,26.77,27.50,28.54,27.80,26.67,26.09,21.00,20.93,20.62,21.31,20.80,20.69,19.79,21.97,22.16,22.59,20.37,20.42,20.24,21.01,19.70,20.26,20.30,19.57,19.75,20.66,21.36,21.67,21.23,20.94,20330.000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48772.0
94587,Cambodia,2018,144403,Bananas,29.27,10.14,94.27,99.73,149.82,266.77,276.72,307.24,278.78,192.36,93.69,30.26,5.96,8.59,50.82,79.59,163.68,245.67,274.04,283.25,422.25,149.78,70.24,17.72,22.10,20.91,22.82,24.00,24.36,24.15,24.16,24.21,24.34,23.76,23.34,21.31,21.49,20.80,22.87,23.64,23.99,24.08,24.20,23.95,23.89,23.78,23.70,23.04,31.16,32.55,33.75,33.89,32.74,32.10,30.97,31.65,31.85,31.05,30.64,29.86,30.95,31.42,33.36,33.25,33.02,31.89,30.79,30.64,31.35,31.88,32.11,31.88,26.61,26.71,28.26,28.92,28.52,28.11,27.54,27.91,28.07,27.38,26.96,25.56,26.20,26.09,28.10,28.42,28.48,27.97,27.47,27.27,27.59,27.81,27.89,27.44,55660.00000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5817.0
67864,Cameroon,2018,75221,Avocados,6.87,32.05,82.04,105.12,152.86,190.95,220.76,231.79,207.32,187.28,86.55,16.10,20.12,28.83,101.68,122.65,174.94,185.61,168.80,238.63,254.76,256.02,83.01,24.15,18.87,20.02,19.93,21.67,21.23,20.71,20.03,19.79,19.60,19.92,18.48,18.35,17.82,19.63,20.89,21.67,20.62,20.39,19.77,20.12,19.73,19.75,19.47,18.28,31.18,31.92,32.02,32.16,30.71,29.19,27.72,27.52,28.50,29.72,30.64,30.73,30.38,32.60,32.39,32.34,30.43,29.52,27.96,27.86,28.80,29.70,30.59,29.90,25.00,25.95,25.95,26.89,25.95,24.92,23.85,23.62,24.03,24.80,24.53,24.52,24.08,26.09,26.61,26.98,25.50,24.93,23.84,23.96,24.24,24.70,25.00,24.07,97499.99999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12893.0
13477,Canada,2018,424709,Apples,38.50,26.80,27.83,28.67,34.29,55.35,60.96,59.76,55.26,48.61,42.64,37.91,37.88,27.78,23.29,31.21,33.95,57.52,66.31,62.52,59.07,47.73,39.55,37.25,-23.67,-23.93,-21.53,-11.90,-2.49,4.32,7.57,6.64,2.40,-4.89,-16.70,-22.24,-25.57,-27.87,-19.97,-14.42,-3.31,3.93,7.83,6.24,-0.25,-6.94,-16.09,-20.83,-14.34,-14.11,-10.54,-1.22,8.01,14.74,18.73,17.40,11.68,2.81,-8.75,-13.40,-16.53,-16.74,-9.02,-3.05,7.96,14.35,19.00,16.45,8.59,0.67,-8.88,-12.25,-18.98,-19.00,-16.01,-6.55,2.75,9.51,13.13,12.00,7.02,-1.03,-12.70,-17.80,-21.02,-22.28,-14.47,-8.72,2.32,9.12,13.39,11.32,4.16,-3.13,-12.46,-16.51,581990.0000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23115.0
69020,Central African Republic,2018,7511,Avocados,5.49,22.38,56.42,98.86,149.48,183.34,208.67,214.46,180.96,166.17,37.65,6.39,8.50,15.69,50.71,95.82,142.40,167.71,220.60,216.97,198.23,195.06,31.95,8.86,17.52,17.83,18.61,20.75,21.05,20.15,19.72,19.46,19.05,19.01,17.01,16.52,15.54,18.55,20.05,20.90,20.31,19.97,19.58,19.40,19.25,19.05,17.95,16.13,34.13,35.06,33.41,33.21,32.07,30.39,29.19,28.84,29.36,30.68,31.94,33.10,31.97,35.79,34.67,33.27,31.55,30.31,29.07,28.85,29.66,30.63,32.76,32.50,25.80,26.43,25.99,26.96,26.54,25.25,24.43,24.12,24.18,24.82,24.46,24.79,23.73,27.14,27.34,27.06,25.90,25.12,24.30,24.10,24.43,24.81,25.33,24.29,50800.00000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0
120168,Chad,2018,151932,"Beans, dry",0.25,1.32,1.63,6.56,26.99,45.67,83.73,110.58,46.18,18.50,1.17,0.15,0.25,1.40,2.27,8.11,20.39,40.24,92.81,138.43,58.95,13.75,0.42,0.15,13.32,14.20,17.88,21.68,24.15,24.30,23.69,23.14,22.42,19.86,15.53,13.44,11.37,16.07,19.22,21.74,23.35,24.08,23.28,22.48,22.65,20.93,16.40,13.29,30.82,32.38,35.60,38.35,39.99,38.49,36.66,35.01,36.15,35.47,32.77,30.81,29.11,34.77,36.69,38.88,39.08,38.77,36.30,34.43,35.94,35.50,33.16,30.33,22.05,23.26,26.71,29.99,32.04,31.37,30.15,29.04,29.26,27.64,24.12,22.10,20.22,25.40,27.93,30.28,31.19,31.40,29.76,28.43,29.27,28.19,24.75,21.78,502379.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1886800.0
14602,Chile,2018,1727277,Apples,19.65,17.10,33.73,50.98,45.49,65.30,41.32,43.52,55.04,33.89,35.77,17.68,16.55,18.23,25.92,31.45,58.35,76.43,57.87,35.96,21.40,19.21,26.60,19.66,9.00,8.74,6.79,4.55,2.48,0.37,0.90,0.95,1.73,3.17,5.08,7.32,8.18,8.26,5.88,4.70,2.73,-0.58,-0.85,0.25,2.41,3.34,5.51,7.07,19.52,19.48,16.96,14.17,11.79,9.80,10.26,11.10,12.59,13.93,16.57,18.15,18.91,19.30,16.98,15.19,11.78,8.88,8.36,10.74,13.15,13.45,16.33,18.23,14.23,14.08,11.85,9.33,7.11,5.07,5.56,6.01,7.14,8.53,10.80,12.71,13.52,13.75,11.40,9.92,7.24,4.14,3.74,5.48,7.77,8.37,10.90,12.63,156929.99999999983,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15031.0
