,Country,Year,Yield,Crop,precip_0,precip_1,precip_2,precip_3,precip_4,precip_5,precip_6,precip_7,precip_8,precip_9,precip_10,precip_11,precip_12,precip_13,precip_14,precip_15,precip_16,precip_17,precip_18,precip_19,precip_20,precip_21,precip_22,precip_23,min_temp_0,min_temp_1,min_temp_2,min_temp_3,min_temp_4,min_temp_5,min_temp_6,min_temp_7,min_temp_8,min_temp_9,min_temp_10,min_temp_11,min_temp_12,min_temp_13,min_temp_14,min_temp_15,min_temp_16,min_temp_17,min_temp_18,min_temp_19,min_temp_20,min_temp_21,min_temp_22,min_temp_23,max_temp_0,max_temp_1,max_temp_2,max_temp_3,max_temp_4,max_temp_5,max_temp_6,max_temp_7,max_temp_8,max_temp_9,max_temp_10,max_temp_11,max_temp_12,max_temp_13,max_temp_14,max_temp_15,max_temp_16,max_temp_17,max_temp_18,max_temp_19,max_temp_20,max_temp_21,max_temp_22,max_temp_23,avg_temp_0,avg_temp_1,avg_temp_2,avg_temp_3,avg_temp_4,avg_temp_5,avg_temp_6,avg_temp_7,avg_temp_8,avg_temp_9,avg_temp_10,avg_temp_11,avg_temp_12,avg_temp_13,avg_temp_14,avg_temp_15,avg_temp_16,avg_temp_17,avg_temp_18,avg_temp_19,avg_temp_20,avg_temp_21,avg_temp_22,avg_temp_23,Agricultural Land Mass,flood_0,flood_1,flood_2,flood_3,flood_4,flood_5,flood_6,flood_7,flood_8,flood_9,flood_10,flood_11,flood_12,flood_13,flood_14,flood_15,flood_16,flood_17,flood_18,flood_19,flood_20,flood_21,flood_22,flood_23,drought_0,drought_1,drought_2,drought_3,drought_4,drought_5,drought_6,drought_7,drought_8,drought_9,drought_10,drought_11,drought_12,drought_13,drought_14,drought_15,drought_16,drought_17,drought_18,drought_19,drought_20,drought_21,drought_22,drought_23,disaster_0,disaster_1,disaster_2,disaster_3,disaster_4,disaster_5,disaster_6,disaster_7,disaster_8,disaster_9,disaster_10,disaster_11,disaster_12,disaster_13,disaster_14,disaster_15,disaster_16,disaster_17,disaster_18,disaster_19,disaster_20,disaster_21,disaster_22,disaster_23,total_ppl_affected
76382,French Polynesia,2018,188,Bananas,328.65,533.56,69.28,193.09,61.18,29.30,46.89,37.80,26.43,4.19,42.07,104.90,414.91,265.37,150.11,86.85,87.17,36.60,20.74,13.00,16.94,8.19,57.48,215.82,20.43,20.91,20.53,20.30,19.70,18.61,18.71,17.40,17.90,18.09,19.00,19.99,20.01,19.91,19.80,19.70,19.10,18.13,17.83,17.31,17.43,17.97,19.60,20.10,26.43,26.83,26.74,25.93,25.03,25.23,24.13,23.31,23.91,24.20,24.70,25.89,26.51,25.33,26.31,25.33,24.93,24.14,23.64,23.93,23.24,24.49,25.70,26.70,23.43,23.83,23.63,23.11,22.31,21.91,21.41,20.31,20.90,21.10,21.80,22.89,23.21,22.61,23.01,22.51,22.01,21.13,20.73,20.61,20.33,21.19,22.60,23.40,455.0000000000013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5004.0
97716,Gabon,2018,19216,Bananas,110.48,169.31,199.21,181.98,150.46,63.78,20.30,16.60,176.24,127.43,305.85,176.38,145.26,156.60,238.39,209.32,179.04,42.23,10.20,14.40,137.63,395.69,292.34,199.69,22.38,21.70,21.44,22.00,21.91,21.17,20.02,20.06,21.11,21.58,21.21,21.70,22.35,21.83,22.04,21.89,21.87,21.16,20.38,20.74,21.46,21.45,21.83,21.68,30.51,30.93,30.97,31.41,30.45,28.83,27.53,27.59,29.18,29.88,29.43,29.62,30.48,31.06,31.56,31.30,30.41,28.82,27.88,28.27,29.54,29.76,30.05,29.60,26.42,26.29,26.18,26.68,26.15,24.97,23.75,23.80,25.12,25.71,25.29,25.63,26.39,26.42,26.78,26.57,26.11,24.97,24.10,24.48,25.48,25.58,25.91,25.61,22126.399999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23548,Germany,2018,1198517,Apples,84.59,17.83,47.69,34.55,53.62,51.64,43.85,49.18,44.21,27.30,19.81,87.44,61.57,26.12,61.00,25.41,75.16,60.85,53.85,66.62,61.92,73.29,52.68,47.61,-4.69,-0.23,3.12,3.19,8.98,12.84,13.46,13.30,9.03,7.66,2.74,0.33,0.98,-4.53,-1.13,6.67,10.36,12.76,14.79,14.68,10.15,6.41,2.83,1.50,1.32,6.46,12.40,12.82,19.96,23.65,23.44,23.83,17.64,15.29,7.75,4.63,6.00,1.22,6.72,18.00,22.12,23.33,26.68,26.14,21.64,16.25,8.56,5.88,-1.68,3.11,7.74,7.98,14.45,18.22,18.42,18.54,13.31,11.45,5.22,2.46,3.47,-1.65,2.79,12.31,16.21,18.02,20.71,20.38,15.87,11.31,5.66,3.67,166450.00000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0
77264,Ghana,2018,9385,Avocados,3.93,49.69,82.76,88.49,139.48,166.74,157.44,181.24,202.56,156.29,27.80,12.27,9.53,28.40,86.56,105.21,149.88,184.74,196.62,154.59,191.87,228.14,53.14,9.89,20.89,23.59,24.27,25.20,24.36,23.36,23.01,22.50,22.70,22.79,22.11,21.41,20.41,24.58,24.33,24.86,24.44,23.49,23.03,22.74,22.86,23.28,22.57,20.68,34.79,36.40,37.06,35.02,33.23,30.93,30.07,29.36,30.45,32.97,34.15,33.52,34.35,36.18,35.33,34.95,33.55,31.42,29.87,29.48,30.31,31.71,33.97,33.63,27.81,29.97,30.64,30.09,28.77,27.12,26.52,25.90,26.55,27.85,28.10,27.44,27.36,30.35,29.80,29.88,28.97,27.43,26.42,26.08,26.56,27.47,28.25,27.13,147827.39999999997,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100034.0
24734,Greece,2018,285000,Apples,62.22,132.77,51.18,7.02,51.63,87.56,45.35,22.40,59.38,22.85,82.22,78.51,168.47,51.33,27.77,80.42,30.14,42.17,34.13,8.26,13.52,37.15,150.79,147.46,-1.01,2.94,5.09,6.83,11.57,15.76,18.37,18.74,14.45,9.12,6.04,3.17,1.97,3.77,6.05,9.36,13.51,15.89,18.28,18.81,15.38,11.19,7.42,1.97,6.11,11.29,15.41,18.43,23.45,28.60,31.29,31.40,26.54,20.29,14.57,10.68,9.86,10.77,15.08,21.42,24.72,27.59,30.19,30.74,26.81,20.68,15.01,9.26,2.54,7.09,10.22,12.60,17.49,22.15,24.81,25.04,20.47,14.68,10.28,6.90,5.90,7.25,10.54,15.36,19.09,21.72,24.20,24.75,21.07,15.91,11.19,5.60,61035.99999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6169.0
25497,Grenada,2018,457,Apples,98.60,58.70,40.40,60.20,76.60,115.00,138.10,230.10,239.10,230.30,148.60,70.40,30.70,29.60,38.50,54.20,57.70,116.40,145.80,177.00,155.80,164.20,158.80,111.40,21.80,21.90,22.40,23.70,24.60,24.50,24.50,24.70,24.20,23.80,24.00,23.00,22.00,21.30,22.50,23.00,23.50,24.40,24.20,24.10,24.00,23.60,23.50,22.60,29.60,29.90,30.70,32.00,32.40,31.60,31.60,32.20,32.10,31.70,31.50,30.30,29.80,29.30,30.80,31.30,31.30,31.50,31.30,31.60,31.90,31.50,31.00,29.90,25.70,25.90,26.50,27.80,28.50,28.00,28.00,28.40,28.10,27.70,27.70,26.60,25.90,25.30,26.60,27.10,27.40,27.90,27.70,27.80,27.90,27.50,27.20,26.20,80.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97981,Guam,2018,354,Bananas,63.35,199.52,124.29,690.01,641.20,468.75,1214.81,1958.84,2022.02,732.96,408.38,707.04,310.77,505.98,72.52,102.02,207.60,247.98,380.25,1782.69,1833.21,876.25,1420.38,132.81,24.87,24.67,24.87,25.30,26.20,25.90,25.90,25.20,25.33,25.37,25.70,25.57,24.77,24.87,24.77,25.47,26.20,26.20,26.23,25.50,25.70,26.33,25.70,25.87,30.04,29.77,30.54,30.87,31.70,31.80,31.37,31.40,31.10,30.84,31.40,30.84,30.54,30.57,31.04,31.34,31.90,31.30,31.40,30.90,31.07,31.70,31.70,31.54,27.44,27.17,27.67,28.07,28.90,28.80,28.60,28.30,28.20,28.07,28.50,28.17,27.64,27.67,27.87,28.37,29.00,28.70,28.80,28.20,28.37,29.00,28.70,28.67,179.9999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26716,Guatemala,2018,24800,Apples,99.53,61.69,74.16,104.15,315.79,361.49,192.87,301.39,314.48,378.52,182.38,113.05,59.08,62.30,35.12,61.77,304.55,337.71,176.70,260.13,365.57,384.88,84.85,103.30,16.60,17.11,16.74,19.20,20.17,20.17,19.71,19.79,19.62,19.15,17.51,17.51,15.23,16.68,17.03,17.96,19.40,20.21,19.80,18.99,19.71,19.12,17.45,16.79,28.22,29.78,30.85,31.21,31.55,30.00,30.11,30.11,29.54,28.12,27.59,27.78,25.72,28.31,30.10,30.48,30.31,29.68,29.82,29.38,29.53,28.72,27.66,26.97,22.39,23.42,23.77,25.18,25.84,25.06,24.88,24.93,24.56,23.61,22.53,22.62,20.45,22.47,23.54,24.20,24.83,24.92,24.78,24.16,24.59,23.89,22.53,21.86,38559.99999999995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3334803.0
98761,Guinea,2018,237350,Bananas,1.81,17.54,32.81,51.34,97.76,201.49,294.96,380.86,374.06,205.92,23.46,4.52,1.90,9.96,36.80,64.35,131.59,213.10,288.95,408.91,331.98,169.09,47.46,3.87,17.11,19.22,22.01,22.26,22.15,21.59,20.64,20.63,21.03,20.71,19.21,16.91,17.13,18.94,22.09,22.63,22.54,21.85,20.57,20.26,20.23,20.47,20.09,16.83,32.87,35.94,37.50,36.92,33.63,31.47,29.60,28.92,30.42,31.90,32.90,31.57,32.82,34.03,36.83,36.10,34.07,31.76,29.46,28.55,29.52,30.75,32.67,33.24,24.96,27.56,29.73,29.56,27.86,26.51,25.10,24.75,25.70,26.27,26.03,24.21,24.95,26.46,29.44,29.34,28.28,26.78,24.99,24.38,24.85,25.59,26.36,25.01,144999.9999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3287.0
78148,Guyana,2018,8586,Avocados,167.22,92.63,143.86,227.10,375.08,369.44,326.84,142.87,177.94,50.95,98.92,89.67,140.11,104.60,53.36,111.92,400.46,361.78,357.60,253.67,151.21,73.38,142.61,213.88,21.37,21.23,21.60,22.20,22.53,21.97,21.91,22.27,22.11,21.96,22.38,21.52,21.15,20.63,21.78,21.54,21.81,21.88,21.82,21.80,21.98,21.96,22.30,21.48,29.99,30.14,30.47,30.77,30.66,29.88,30.33,31.35,32.01,32.16,32.02,30.32,29.78,29.57,30.66,30.11,29.94,29.80,30.27,30.89,31.90,32.19,31.95,30.30,25.65,25.67,26.00,26.46,26.57,25.89,26.10,26.79,27.03,27.03,27.18,25.89,25.44,25.07,26.19,25.80,25.85,25.81,26.02,26.33,26.91,27.05,27.10,25.87,12512.50000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3274.0
79132,Haiti,2018,90699,Avocados,51.66,34.91,79.44,48.11,355.47,68.84,49.04,89.91,246.03,138.69,72.66,25.60,38.76,48.93,32.32,85.71,389.29,34.09,182.16,71.23,297.56,145.89,117.41,55.32,17.97,18.77,19.51,20.56,21.47,22.44,22.30,22.78,22.63,21.54,20.80,19.65,19.42,19.56,18.98,20.14,21.28,22.44,21.67,22.96,22.59,21.86,21.46,19.33,28.31,29.21,28.38,29.07,30.13,30.86,31.66,31.89,31.64,30.30,29.04,27.86,27.48,27.52,28.82,29.65,29.26,31.26,31.32,31.62,30.59,30.02,29.41,28.50,23.11,23.97,23.93,24.78,25.77,26.63,26.95,27.32,27.12,25.89,24.91,23.72,23.42,23.51,23.87,24.87,25.23,26.81,26.47,27.27,26.56,25.91,25.40,23.90,18400.000000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3690469.0
27350,Honduras,2018,1618,Avocados,88.27,65.66,45.80,41.58,195.59,269.88,158.15,259.70,257.80,249.12,87.77,75.54,87.15,54.08,54.08,54.87,137.81,198.80,219.42,111.84,234.35,207.32,142.23,112.59,17.57,17.83,17.45,19.97,20.84,20.62,20.41,20.55,20.45,19.77,18.68,18.83,16.57,17.54,17.74,18.85,20.02,20.52,20.29,19.85,20.30,19.67,18.76,18.09,27.35,28.88,30.30,30.98,31.18,29.48,29.55,29.65,29.62,28.27,27.48,27.67,25.64,27.92,29.76,30.19,30.07,29.13,29.21,29.00,29.39,28.56,27.64,26.88,22.44,23.33,23.85,25.46,25.99,25.02,24.96,25.07,25.01,23.99,23.05,23.23,21.08,22.71,23.73,24.50,25.02,24.80,24.72,24.40,24.83,24.10,23.18,22.46,33559.99999999996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415115.0
28337,Hungary,2018,674525,Apples,30.55,52.09,63.53,23.53,65.20,106.67,61.91,42.66,47.43,20.97,35.47,41.19,33.93,16.20,17.59,40.33,113.85,72.08,63.63,50.25,48.19,24.04,80.88,52.47,-9.31,-1.05,3.74,4.88,10.63,15.29,15.41,16.13,10.47,6.22,2.50,-0.46,-0.46,-3.19,-1.01,8.93,12.89,14.72,15.90,16.85,11.31,7.37,2.97,-1.37,-1.14,7.22,15.15,16.71,23.10,28.26,29.09,30.28,21.92,17.25,9.34,5.13,5.93,3.51,8.96,22.53,25.75,26.51,28.24,30.47,24.99,19.97,11.41,3.79,-5.21,3.09,9.42,10.77,16.84,21.76,22.22,23.19,16.17,11.71,5.90,2.33,2.73,0.16,3.97,15.70,19.30,20.59,22.04,23.64,18.12,13.64,7.16,1.21,52960.00000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.0
116702,Iceland,2018,6020,Potatoes,111.71,155.74,75.14,68.87,144.17,81.47,117.37,86.47,107.09,136.87,157.63,107.35,122.60,114.09,98.45,52.92,43.00,32.15,97.88,103.72,143.98,127.70,51.55,86.49,-4.21,-1.99,-4.09,-2.77,2.28,3.96,6.70,5.41,4.32,1.51,-5.68,-5.61,-5.30,-3.46,-3.78,-1.74,0.93,4.00,6.12,5.03,1.67,-1.08,-1.65,-3.05,2.12,3.34,2.36,3.49,8.40,10.45,12.83,11.58,9.78,6.31,0.45,-0.05,1.07,3.25,2.56,4.33,6.67,9.86,11.97,11.03,7.94,4.13,3.42,1.98,-1.05,0.68,-0.87,0.36,5.31,7.18,9.74,8.47,7.03,3.89,-2.60,-2.82,-2.11,-0.10,-0.61,1.29,3.78,6.90,9.02,8.01,4.79,1.52,0.88,-0.53,18719.99999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29754,India,2018,2327000,Apples,2.72,6.27,10.45,33.57,50.56,151.69,281.45,219.14,144.58,43.94,20.54,9.85,10.99,17.31,11.10,27.97,45.11,119.63,296.05,301.20,264.99,110.93,27.12,12.16,11.28,13.97,17.45,22.29,24.51,24.15,23.52,23.49,22.78,20.34,15.20,12.28,11.15,14.12,18.18,21.66,24.19,24.48,23.42,23.19,22.17,19.85,15.49,11.37,24.89,28.18,31.79,36.04,37.47,34.68,31.27,30.87,31.61,31.89,28.42,25.69,25.04,28.20,32.71,35.56,37.15,34.83,31.22,30.56,31.04,31.30,28.69,24.94,18.06,21.05,24.60,29.14,30.97,29.39,27.37,27.15,27.17,26.09,21.78,18.96,18.08,21.14,25.42,28.58,30.65,29.63,27.29,26.85,26.58,25.55,22.07,18.13,1796740.0000000012,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54144497.0
80744,Indonesia,2018,410094,Avocados,273.27,260.90,310.61,276.91,261.57,205.79,197.74,145.71,149.87,215.36,298.33,314.68,266.41,238.71,286.38,275.33,227.17,243.38,147.88,114.04,118.09,199.57,184.29,286.39,21.77,21.70,21.67,21.96,21.86,21.27,21.22,20.92,21.19,21.78,21.53,21.76,21.44,21.37,21.70,21.71,21.54,21.25,21.22,21.21,21.06,21.51,21.79,21.81,30.75,30.74,30.67,30.87,31.01,30.71,30.85,30.97,30.99,31.53,31.19,31.07,30.38,30.62,31.15,31.51,31.12,30.74,30.94,31.20,30.94,31.33,31.24,31.30,26.24,26.19,26.14,26.39,26.41,25.96,26.01,25.92,26.07,26.62,26.33,26.39,25.89,25.97,26.40,26.58,26.30,25.97,26.05,26.18,25.97,26.39,26.49,26.53,622999.9999999999,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3105405.0
30725,Iraq,2018,49813,Apples,24.24,37.76,18.88,33.49,22.83,1.09,0.12,0.24,0.28,12.98,30.29,43.04,34.75,26.94,42.72,33.39,7.70,0.30,0.13,0.32,0.20,6.65,11.30,31.40,3.16,3.28,10.33,15.33,20.49,24.71,26.97,26.34,22.64,16.33,10.25,5.87,5.40,8.84,12.88,15.26,20.59,24.78,27.14,25.76,22.68,18.05,10.95,7.45,14.40,16.60,22.77,29.47,36.15,41.49,44.56,44.07,41.45,32.83,23.70,19.39,17.47,21.09,27.27,29.48,34.76,40.93,44.31,43.72,40.72,32.90,22.26,17.75,8.76,9.92,16.53,22.37,28.29,33.08,35.74,35.19,32.02,24.56,16.95,12.61,11.41,14.94,20.06,22.34,27.65,32.83,35.70,34.71,31.67,25.45,16.58,12.58,92500.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25021.0
31328,Ireland,2018,20100,Apples,173.20,73.32,104.49,108.69,58.38,25.82,61.06,75.19,84.27,83.44,173.51,157.04,69.05,75.67,144.09,92.12,47.08,89.57,63.18,132.59,126.06,128.99,166.70,120.31,3.33,3.42,4.35,4.61,7.40,10.12,10.84,10.63,8.77,8.17,4.03,3.10,2.64,0.74,1.25,4.75,6.86,9.84,11.52,10.99,8.20,6.22,4.85,5.21,8.41,8.87,11.35,12.72,16.54,17.69,18.78,18.12,15.95,14.09,9.74,8.22,7.86,6.86,7.72,11.99,16.50,19.65,20.86,18.45,15.84,12.96,10.25,9.69,5.84,6.11,7.82,8.64,11.95,13.87,14.79,14.35,12.34,11.10,6.87,5.64,5.22,3.78,4.46,8.34,11.65,14.72,16.17,14.69,12.00,9.55,7.52,7.42,45159.99999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0
